,img,label,text,caption,gen
43,img/02168.png,0,how many fucking accounts do you assholes have?,the man is wearing a only shirt and a face in inside,ear and man and nose and ear and hair and shirt and face and eyes and nose and mouth and hair
44,img/02315.png,0,don't forget me!!!!!! i'm an asshole too!!!,the older para making on top of building,tie and shirt and ear and man and hair and tie and nose and man and flag and man and mouth
45,img/02358.png,1,diary of a wimpy kid hard luck anne frank is one wimpy kid,this is a woman poses outside with the camera,eyebrow and eyebrow and eyes and eyes and nose and eye and forehead and eye and eyes and eye and eye
46,img/02365.png,0,"quick, which one is a bb gun? oops, too late . . . you're dead",a person with a red volleyball while holding a hat,camera and camera and nose and camera and camera and camera and nose and camera and camera and camera and camera
47,img/02367.png,0,dodge owners be like don't take a picture,puppy are parked next to an fake truck and a microwave of parking <unk>,horse and man and door and pants and jacket and sign and truck and jacket and man and building and pants
48,img/02371.png,0,why do all the mexican foos who work lmaooo at t-mobile look like this,a man and a young man eating a man organized another man monument his ball in front of another man takes pictures,tie and tie and hair and hand and ear and ring and nose and man and face and nose and hand
49,img/02385.png,0,every life is precious,a man riding a horse wearing helmets are riding on the back of brown horse around suit same,basket and tongue and helmet and helmet and shirt and helmet and head and man and man and helmet and hand
50,img/02413.png,0,"women ask for equal rights, and this is why",a pitcher woman eats one eye view and his combing decorated off a brown altitude on,nose and face and eye and eye and eye and eyebrow and eyebrow and nose and eyes and eyes and chin
51,img/02431.png,1,subway is similar to prostitution you pay someone else to do your wife's job,a man holding a piece of luggage,hair and belt and plant and ring and dress and apple and hand and belt and counter and woman and man
52,img/02439.png,0,"superman's flying class was popular, but no one ever passed",an old lady in a red shirt and fancy old fashioned in the old fashioned double decker bus,window and sign and window and window and boot and window and car and window and boots and seats and door
53,img/02461.png,0,"whenever you feel stupid, remember this",a man standing on a bed on her face,flag and tie and flag and man and man and tie and flag and flag and suit and tie and flag
54,img/02475.png,0,therapy dogs are now being trained to console rape victims of muslims,a men with dogs being leash,dog and glasses and dog and dog and dog and harness and ribbon and girl and shirt and bow and woman
55,img/02483.png,0,group of people rescued from medditaranian sea by italian coast guard,a cliff metal with an shoulders,boat and buildings and buildings and statue and boat and water and buildings and boat and water and buildings and snow
56,img/02497.png,0,you're a wizard motherfucker,a man wearing a blue tie and a blue ball and a camera,ear and nose and man and button and wall and jacket and hat and button and button and face and button
57,img/02519.png,1,it's funny because he's fat!,a man posing while smiling in a microwave,man and hat and sunglasses and building and man and hat and shirt and hand and sunglasses and hat and sunglasses
58,img/02536.png,0,don't drink and drive,the cement building with no doors opened,car and bench and car and car and car and car and pole and pole and road and bench and flower
59,img/02537.png,0,arrest george soros for crimes against europe,a pool man hands holding teddy bear sitting on a bench posing next to a large breaded tie,button and hair and boat and boat and button and boat and man and tie and nose and ear and water
60,img/02538.png,0,when my girl pissed me off but she runs through the room in her draws me my dick,the large bird sitting on a tree,beak and head and leaf and bird and leaf and bird and beak and leaf and leaf and head and leaf
61,img/02543.png,0,catch me outside how bout dat i'll catch my damn self outside,a close up of beverage other donuts that has a very close up along a desk,hair and man and nose and hair and eye and man and shirt and necklace and hair and beard and neck
62,img/02571.png,0,former first lady during an interview,a man and two small women on one of a white wall,head and woman and man and necklace and hair and hair and hair and man and shirt and woman and woman
63,img/02631.png,0,when your grandma sees you for the first time in a whole week he's so fucking big. me#irl,a close up of two women who is posing on the end of a mountain doing a bow and a metal sucker standing under a gets her face pitch off with white skiing gear in a tie,mouth and hair and nose and eye and eyes and face and arm and arm and mouth and eye and hair
64,img/02647.png,0,notice how the kenyan skidmark has been silent about the mueller report?,the man is posts into a piece of a man wearing a striped tie,ear and man and nose and hair and tie and man and tie and shirt and ear and shirt and face
65,img/02653.png,1,england where moslems can rape your children and reporting it is a crime,there is a very tall over ship boats on top of a road,boat and boat and tree and water and boat and boat and sky and building and tree and light and snow
66,img/02654.png,0,when people are spreading rumors but you're unbothered,a beautiful young lady wearing a red smiling while wearing long grapes wearing long black grapes and competition dress standing in front of having a tie in the picture to style,hair and necklace and hair and hair and necklace and hand and dress and eyes and hair and necklace and nose
67,img/02719.png,1,your black neighbor after you called the cops,a bear is sleeping in the air,mouth and mouth and teeth and ear and teeth and eye and teeth and mouth and nose and eyes and eyes
68,img/02735.png,0,when each letter is a mental disorder,person with a black shirt and two television directions from a piece of wood controls the lap wii,button and button and button and button and button and arrow and button and button and button and arrow and key
69,img/02763.png,0,immigrants illegal aliens,a group of people playing on a dirt field with teddy bears,man and flag and man and flag and flag and flag and flag and fence and pants and flag and flag
70,img/02764.png,1,closing time one last call for green cards you dont have to go home but you cant stay here,right holding their pedestrian in the inside and a sign with wearing green tie,shirt and man and hair and tie and hand and man and shirt and suit and suit and tie and tie
71,img/02793.png,0,sea monkeys,the man standing in a body of water with water walls,beard and beard and boat and beard and pants and necklace and sky and water and water and sky and arm
72,img/02814.png,1,want to party? yeah i'm down,a men and tie in front of people,glasses and glasses and shirt and woman and mouth and shirt and hand and hat and glasses and shirt and nose
73,img/02815.png,1,how do i like my eggs? same as i like my niggers beaten and separated from the whites,a close up bowl filled with fruit on it,yolk and plate and egg and table and egg and yolk and plate and slice and orange and egg and plate
74,img/02853.png,1,"but islam can radicalize muslims muslims are not terrorist quran 8:39 ""kill all non believers till the only religion is islam""",man with a black and red heads and post with ha and with cupcake peppers partially a photo of a crowd,man and shirt and man and man and nose and mustache and ear and hat and water and beard and water
75,img/02857.png,1,"i love it when women go to school. it's like seeing a monkey on roller skates: it means nothing to them, but it's so adorable for us",a man wearing the man hold an ear are smiling holding a salon face has a blue tie holding a cat with a blue shirt and tie stands next to a stage,pocket and pocket and tattoo and tattoo and hair and man and glasses and pocket and beard and glasses and beard
76,img/02867.png,0,russia #freesentsov #freekolchenko,a man is walking down in front of a wall,shirt and man and man and collar and shirt and wall and hand and hair and shirt and man and head
77,img/02891.png,1,look! a blow up doll!,a close up of a we face holding an saying yellow and smiling holding the lavender is smiling while holding something with other beach found standing metal up at night by another we face holding up and holding a crust wearing a red posing with a pitcher girl holding a father,nose and face and woman and shirt and teeth and eyes and eyes and eye and eye and face and face
78,img/02918.png,0,a islamic leader among his followers,old locked truck driving toward someones tower and some cars,beard and hand and windshield and man and man and car and man and man and building and man and tie
79,img/02935.png,0,copsuckers be like the whole boot daddy,a man in a man with a grapes at a headphones,tie and teeth and mouth and nose and tie and eyes and ear and man and ear and tie and man
80,img/02945.png,1,you've been hungerstruck!,two young boys playing outside holding a child holds a white dog in blue pants and two boys in black and grey and white photo wearing a winter soldiers,shadow and man and shadow and shadow and man and head and hand and hat and man and hair and shadow
81,img/02946.png,1,is your girlfriend hot like me?,a young lady dressed as she stands holding a video camera while wearing red tie posing,eyebrow and nose and eye and hair and eyes and eye and face and hair and eye and ear and nose
82,img/02951.png,0,protesters throwing smoke bombs,the pool man standing beside each other on a left wants of a tree,man and hair and man and shirt and head and hair and beard and man and man and hair and tools
83,img/02956.png,0,how i sleep knowing i'm going to hell in every religion,a woman that is monochrome in his hair,eye and face and hand and nose and pillow and hand and pillow and nose and pillow and pillow and baby
84,img/02958.png,1,when you forget that your blind friend has a heightened sense of smell bro. chop a fuckin line up for me,young man poses with a blue tie looking up to his mouth open colorful vest uncooked of their tie,hair and nose and man and beard and button and hair and eye and collar and button and beard and eye
85,img/02974.png,1,"it might look fucked up, but her handjobs are fucking unbelievable",a number of approaching by many other people,stem and wall and stem and birds and giraffe and background and wall and wall and stick and bird and stem
86,img/02975.png,0,you never realize how little self control you actually have until chips and salsa are in front of you at the mexican restaurant,a close up of a sandwich with fruit and a chips on small salad are on a retriever tourist are on top,pepper and food and pepper and pepper and pepper and bowl and ketchup and bread and ketchup and bread and pepper
87,img/02983.png,0,large big mac no onions,a man in glasses holding a hat sitting in a lot,hair and shirt and hair and nose and face and hair and eye and eye and eye and man and eyes
88,img/02984.png,0,stop racism black children and white children are the same,adults is soccer sandwiches is holding a yellow signs,hair and hair and boy and boy and ear and shirt and hair and boy and shirt and boy and hair
89,img/02987.png,0,not my president not my residents,a man partially pictures of the man in a daughter room is being wrap by a crowd talking to a table with screen on a horse,microphone and sign and hair and man and sign and hand and tie and man and man and tie and sign
90,img/03128.png,1,lazy day nothing to steal,this man is standing in front of a large wooden bench chubby man magnets bicycles from a wooden bench,hair and hair and bracelet and hand and arm and bracelets and shirt and bracelet and log and knot and bracelet
91,img/03148.png,0,fact: ethiopian food is so rare that locals dont even eat it ethiopian food,man holding up a cart,mouth and mouth and nose and eye and eye and nose and eye and eyebrow and eyebrow and eyes and nose
92,img/03162.png,0,recruiter added me on linkedin so i guess things are getting pretty serious,man is making a scattered on a phone,man and table and vase and man and shirt and table and flowers and hair and flowers and hand and hand
93,img/03172.png,0,im white trash and im in trouble,a cat sitting on top of a bag that is behind a brown shoe next to a small grass,shadow and shadow and shadow and bird and rock and fish and shadow and sand and sand and hole and wall
94,img/03178.png,1,"""we fly planes into their buildings now they kiss our asses!"" """,a wing hair and tie standing,hat and nose and eyes and woman and eye and eye and eyebrow and sign and eye and face and lips
95,img/03185.png,1,best thing about an ethiopian blowjob ? you know she's going to swallow,a man mug his hands of bread suit around a wooden bench with a wooden bench with a horse with a jacket sitting on a small horse,man and hand and necklace and necklace and hair and hand and man and head and man and necklace and log
96,img/03186.png,0,removes polish with chemicals nobody bats an eye commits crimes against the polish starts ww2,a man standing next to the sign <unk>,ear and button and man and button and button and hair and button and tie and eye and hair and eye
97,img/03251.png,0,it is disgusting to laugh at gender dysphoria,a bunch of away placed on top of a field,sky and hair and hair and hair and hair and hand and hair and pants and umbrella and field and umbrella
98,img/03254.png,1,"liberals: ""japan has gun control without issues, what makes you think it can't work here in the usa?"" me: (whispering) black people",a man at another we face,ear and ear and hand and tie and ear and head and ear and man and hair and shirt and tie
99,img/03257.png,1,white trash not marriage material,a large woman in a dress and a women who also wearing a focus tail dressed up,hair and dress and sunglasses and bracelet and hair and sunglasses and arm and woman and wall and woman and woman
100,img/03275.png,0,the only time you can hang out with 2 dirty hookers and a tranny,man sitting of a blue seat,man and shirt and shirt and man and wall and hair and car and shirt and car and wall and pole
101,img/03276.png,0,unless life also gives you water and sugar your lemonade is gonna suck,the cat is quarters up against a wall,nose and cat and eyes and nose and cat and eye and ear and eye and ear and mouth and eyes
102,img/03279.png,0,aren't you tried of my jokes!,smiling man with eye glasses looking at the top of a kitchen counter,hair and table and shirt and pen and woman and eyes and shirt and hand and book and table and table
103,img/03281.png,0,the weekend be like,a man with his reflection wearing black and wait holding a surfboard caged on their hillside,head and sky and mouth and ear and sky and head and head and rock and mouth and mouth and horn
104,img/03285.png,0,i wanna see the most fucked up meme. lets see what you got,a man noodles him hay wearing glasses and a red tie and a tie,pocket and pocket and pocket and hair and man and mouth and nose and pocket and button and beard and eyes
105,img/03289.png,0,fuck banks fuck indians too,a man holds his baseball bat on a baseball field,"face and shirt and hand and head and man and shirt and hat and jeans and logo and sidewalk,side walk and arm"
106,img/03296.png,0,come on over i'm having a party the place is crawling with pussy,two young ladies advertising computers from each other while two women clothes smiling,dress and dress and hair and hair and hair and dress and hair and dress and dress and girl and hand
107,img/03421.png,1,"when you shoot up the school and somebody else gets blamed for it we stand here amid my achievement, not yours!",double image of professional detail player,flag and mouth and hat and hat and flag and man and man and hat and button and hat and hat
108,img/03468.png,0,"my dishwasher is acting strange, can anybody help",a man preparing food foliage to reach next to a floor next to a white cat,floor and shirt and jeans and floor and floor and floor and man and jeans and hand and shirt and jeans
109,img/03472.png,1,"pet niguana for sale!! come with food dish, a few toys, and a screen lid so it can't get out $300 obo",two children sitting on a bed man lays on a bench close to her mother reading knives book a book,baby and shirt and wall and baby and head and arm and bracelet and shirt and strap and baby and hair
110,img/03482.png,0,i try not to be bias,a accompanied which cans and caught kissing,hair and watch and man and hair and jacket and sky and pocket and jacket and watch and jacket and grass
111,img/03528.png,0,look at the bright side you are only half black now,a dog laying on a dog prints the camera on a red carpet having cool,tongue and nose and eyes and ear and tongue and eye and dog and ear and tongue and eye and nose
112,img/03547.png,0,people with dwarfism arguing,adult and young men on a pot holding a bat,umbrella and man and man and man and window and man and car and man and suit and hand and building
113,img/03591.png,1,"joins the democrat party to indulge in deep seated supremacist proclivities. ""helping"" minorities also loves black cock",man and a man's costume with white laughing k has a ships looking dress clothes,glasses and nose and glasses and hat and shirt and glasses and hair and hair and hair and button and shirt
114,img/03642.png,0,when you catch your goat with another man,two two dogs gather in front of trunks,dog and dog and building and dog and dog and leash and dog and jacket and pants and hood and jacket
115,img/03659.png,0,"""i hope the electoral college gets beat in the ncaa tournament""",a woman hovers a side by side by,nose and eye and nose and hand and eye and hand and eyebrow and hair and shirt and hair and woman
116,img/03681.png,0,when you're muslim but you have oil,a red hat is dressed in a red hat with a broom wearing a competition hat on a small having bullet like wearing purple and red tie,mouth and mustache and mustache and mouth and nose and purse and beard and mouth and face and hat and mustache
117,img/03715.png,0,great at making martinis terrible at stealing tambourines,a close up of a picture pictures pitch key over a large television,mirror and knob and knob and mirror and arrow and reflection and door and window and door and mirror and window
118,img/03751.png,0,"""i yelled catch ! i swear i thought she was ready """,a close up of a close up of a remote in a black shirt holding a picture of a man looks straight shape,hand and eye and nose and hand and hair and face and nose and plant and eye and button and eyes
119,img/03759.png,0,what's the difference between hillary and putin? putin actually wins the elections he rigs,a woman shaved is hipster tow,button and mouth and hair and necklace and woman and woman and button and woman and man and woman and ring
120,img/03764.png,1,"my black flag brings all the goats to the yard and they're like allah akbar and then i'll put a bomb in a car, i'd teach u but i have no arms",man seated london birthday evening toothpaste written on it,beard and man and beard and shirt and nose and shirt and watch and shirt and sleeve and watch and head
121,img/03841.png,1,when i grow up... lol nevermind,a little boy in grey heaping holding a dog at a field,shirt and shirt and boy and sky and shirt and boy and shirt and pants and boy and boy and pants
122,img/03849.png,0,gmc short for give me cock,a fake truck bed back leaving up cage are parked next to the bed of a boat in front of some selection beside it,door and curtain and car and tire and car and tire and truck and window and window and tire and tire
123,img/03854.png,1,did a lot of medical research didn't hurt any animals,a man is posing in front tricycle crossing a black shirt tie,nose and nose and ear and hair and eye and nose and eye and eye and eyes and man and tie
124,img/03864.png,1,you can't be the victim of a school shooting if you're the school shooter,a man wearing bride icebox glove berries a shirt and a mirror of another decorated features,tie and hair and man and mouth and tie and ear and nose and hair and man and shirt and hand
125,img/03871.png,1,justin trudeau the imam of canada,people one is sitting on stage with his pickup peanut background of a stage,hair and pants and tie and hair and man and man and man and tie and man and ear and wall
126,img/03874.png,1,one of the poor defenseless refugees we hear about she's smuggling 31 pounds of pure heroin,a young lady standing in front of a building,woman and woman and hair and skirt and woman and wall and woman and purse and purse and handle and wall
127,img/03875.png,1,we're glad you're home the russians pooped in the hallway!,a brown and brown dog sitting on the ground in front of a guy,nose and nose and eyes and sky and eye and eye and leg and paw and eye and nose and eye
128,img/03896.png,1,"let me salute to hitler the great he said ""i would have killed all the jews of the world, but i kept some to show the world why i killed them""",a man has a large domed,nose and nose and ear and hair and eye and nose and eye and eye and eyes and man and tie
129,img/03927.png,1,after group sex mohammed is very tired,group of people and a group of skiers,shirt and horse and man and hair and wall and hair and horse and wall and shirt and head and man
130,img/03942.png,0,they're just like anyone else,two wearing helmets standing next to a dog while on a bike,building and shirt and man and tree and pants and man and tree and man and sky and fence and building
131,img/03947.png,1,no one: steven hawking:,a chair sitting on a green wooden table,handle and handle and handle and handle and handle and wheel and wheel and wall and arm and handle and wheel
132,img/03971.png,0,so i was sucking on her t*ts then the husband walks in and i just sk*t myself,a woman in a flower costume,necklace and hand and hand and star and necklace and teeth and shirt and shirt and neck and necklace and necklace
133,img/04132.png,0,"dear ""dad"". i did it without you. love, the daughter you left behind",a little girls is sitting on a bench holding a toy,hair and ring and shirt and finger and shirt and hat and bracelet and shorts and nose and shirt and girl
134,img/04138.png,1,what do a bicycle and a nigger have in common? neither works without chains,two people are at a woman both continue into his caring opposite at a bright batter dog i resting head on decorated her dog under a picture,tongue and nose and mouth and dog and eye and nose and tongue and eye and dog and ear and dog
135,img/04152.png,0,over 50 south africans lost their lives after police opened fire during a protest,a black and white photo of a house with his animal laying around people and piles of men gathered around houses having appearance except tennis team as except time surrounded by barefooted freshly below,horses and truck and horse and horse and pole and horse and horse and zebra and truck and truck and ground
136,img/04156.png,0,me after i take that first sip of mcdonald's sprite kwispy,a man wearing a leaning his samsung trough his tie and an orange tie painting clothes and wait wearing and man in a docks wearing a ship hanging jacket and tie and tie about his pony snowboarding eye glasses and man in the man stands sideways holds a,ear and man and hair and man and teeth and eye and nose and tie and ear and shirt and eye
137,img/04157.png,0,a real man... loads the dishwasher every night!!,a man standing next to it,man and hair and hand and man and shirt and pants and utensils and wall and straw and cabinet and counter
138,img/04163.png,1,i will kill this white man ooo wwe fans,two older young man and a man holding tennis skies in front of a sign in front of <unk>,pants and man and jeans and pants and shirt and shirt and pants and shirt and hand and shoe and pants
139,img/04183.png,0,back off murderers we fight for justice,two women standing around the fallen,dress and dress and shirt and woman and woman and woman and woman and sign and banner and hand and sign
140,img/04185.png,0,when you need a diaper because you're a still a baby,a couple if cows crossing the ground close to three sheep,mouth and dog and ear and tongue and leg and head and harness and person and dog and leg and horse
141,img/04187.png,0,this is how muslims celebrate new year,a standing on a beach holding an open umbrella persons the cooks chunks,dress and chandelier and floor and dress and balcony and dress and hat and dress and belt and hat and belt
142,img/04217.png,1,have a coke and a smile. regen: always coca cola coke adds life. ma: nevermore coca cola,a woman has water in the inside,nose and nose and hair and nose and nose and headphones and shirt and ear and hair and mouth and mouth
143,img/04253.png,0,sad world history,there is a few animals are standing around in tall on the ground,sky and person and tree and person and tree and person and sky and tree and trees and person and trees
144,img/04278.png,0,never let someone who has done nothing tell you how to do anything,the woman holding big girl smiling next to white and smiling at the sign,nose and eye and hair and eye and eyebrow and eyes and eye and eye and face and woman and hair
145,img/04287.png,1,"that's it, back to the kitchen! where's my sammich? women's day is over!",a woman leaning against a blue book,shoe and shirt and hand and shoe and hair and woman and woman and woman and arm and hand and shirt
146,img/04295.png,0,when black people say they are native american,a group of small children stand beside a hillside,hand and nose and hat and hand and hand and hand and eyes and star and face and finger and finger
147,img/04296.png,0,now imagine if native american cowboys rode bicycles,a pool destroyed smiling and a dog bun,seat and hat and seat and hat and hat and hat and hat and hat and bike and seat and bike
148,img/04316.png,0,"algebra and geometry are fine, but graphing is where you draw a line",a cat and cat lying on top of a floor with a remote control with a remote control,nose and cat and glasses and cat and ears and nose and ear and glasses and face and nose and ear
149,img/04325.png,0,its a 3-day weekend pace yourself,a man with a cake as someone an feeds photos in his hand,hand and table and hand and table and pillow and hand and finger and glass and shadow and hand and hand
150,img/04326.png,1,when the chow mein was on point but you kinda miss your cat,a person eating a plate of soup,bowl and shirt and bowl and ring and bowl and table and hair and ear and shirt and nose and bowl
151,img/04356.png,0,i only wear silk panties cotton ones remind me of slavery,a picture of a man wearing the foreign standing in front of a game controller,necklace and necklace and necklace and hair and necklace and neck and man and nose and jacket and neck and man
152,img/04361.png,1,islam turning every single country it touches into a shithole for over 1400 years,a close up photo pitch a vintage picture non what the huge group of people are sitting in a black and white photo of a stop sign on a hole sign petting a opens amtrak dump to it attached to it,spot and wall and spot and wall and spot and wall and wall and spot and wall and wall and wall
153,img/04379.png,0,tfw you hear that you should be able to walk again with 2 months of pt,a person jumping up for a shot glass in front of a few guitar,hair and man and man and hand and hair and wheels and man and hand and pocket and man and floor
154,img/04387.png,0,"sit down kids, i will now tell you how i met your mother",a birthday gazelle of people are showing cake on it,shirt and table and shirt and chair and shirt and shirt and hair and shirt and shirt and bowl and chair
155,img/04591.png,0,rep. ilhan omar: 9/11 was 'some people did something' here's your something 2977 people dead by terrorism,an leash wall sign in front of an open train station,smoke and smoke and smoke and building and smoke and water and building and smoke and building and smoke and smoke
156,img/04597.png,0,terrorist attacks innocent people with guns leaders want innocent people to give up their guns and become even more defenseless.,a close up of a plane parked on an empty field,flag and flag and scissors and flag and handle and paper and handle and handle and blade and flag and handle
157,img/04619.png,1,"the most popular, but least talked about, white trash barbie! kids b like ""not my fault you didn't pay the cable!""",a girl that is on the surface,faucet and hair and faucet and hair and hair and faucet and hair and arm and wall and face and girl
158,img/04623.png,1,"six kids, no husband, no job, and food stamps $10,000 back in income taxes",three people walking on a field covered by a wall,shorts and ball and tree and ball and shorts and window and ball and girl and pants and shirt and pants
